title,box_off_num
용서는 없다,13.12304177075454
아빠가 여자를 좋아해,13.68444492173533
하모니,12.866057625614559
의형제,14.074161890420916
평행 이론,13.575874071715177
회오리 바람,5.349561092090788
경계도시 2,7.581923446162342
이웃집 남자,4.224998878217846
아마존의 눈물 극장판,5.099435131975495
반가운 살인자,4.6111641663746425
집 나온 남자들,12.94171761462811
베스트셀러,12.460287430916146
작은 연못,5.272444116059957
경,6.723198763826094
대한민국 1%,12.457308080611615
포화 속으로,14.463242640785005
나쁜 놈이 더 잘 잔다,8.45084446177098
맨발의 꿈,13.275332342228712
요술,11.139906408597843
마법천자문: 대마왕의 부활을 막아라,11.435536057610936
인플루언스,4.357634233498673
미스터 좀비,7.736357905356384
김복남 살인사건의 전말,8.064857420831245
엄지아빠,5.046350852513765
탈주,4.011161802147672
해결사,13.392830408861938
할,6.798464391726508
된장,12.318572636787456
조금만 더 가까이,7.931816412386002
우리 만난 적 있나요,4.955655485357491
쩨쩨한 로맨스,12.359974851258839
용서,10.96697625907913
브라보! 재즈 라이프,7.930290002957298
카페 느와르,7.747872908223087
오래된 인력거,7.726137424760399
창피해,7.207809918398015
"양 한 마리, 양 두 마리",7.082833879783667
하얀 정글,7.337499539456484
다슬이,7.372203909588292
REC 알이씨,3.9442693747589868
량강도 아이들,5.354593326824751
티끌모아 로맨스,10.184245403532003
더 킥,13.17650954454912
커플즈,13.566479700410397
오늘,13.18058170842227
완득이,12.816202718640486
은어,4.086823089745577
고래를 찾는 자전거,4.460216973358594
도가니,11.761667586089239
겨울냄새,5.729146227618582
환타스틱 모던가야그머,7.636161978753863
블라인드,13.011769142415663
링크,7.647587827201853
퀵,14.173666696800938
모비딕,14.260836717297382
굿바이 보이,5.533948501778256
종로의 기적,8.840898783692941
회초리,13.370666967837902
체포왕,13.866854089158581
세상에서 가장 아름다운 이별,13.23583828658475
나는 아빠다,12.924252520779229
수상한 고객들,14.34304606497192
수상한 이웃들,8.161053177060905
돌아오는 길,5.928150323172304
우리 이웃의 범죄,7.696029142296673
엄마는 창녀다,4.700819115691047
위험한 상견례,12.813580307186612
간증,6.713468885948817
"사랑한다, 사랑하지 않는다",12.30418780260353
"혜화, 동",9.522069694569623
글러브,12.652067813569294
가문의 귀환,14.428978400400988
잔혹한 앵글의 로망스,3.446690887548985
나의 PS 파트너,13.519616533516723
롤플레이,4.564173715014881
마티나,5.274292587384221
음치 클리닉,14.11312310165427
남영동1985,12.077910698156048
돈 크라이 마미,11.488882405695454
반드시 크게 들을 것 2 : Wild Days,7.321250557393208
범죄소년,10.253726904215648
내가 살인범이다,14.920748854919125
터치,7.56694987261006
늑대소년,14.309402380748866
맥코리아,7.3671321795472675
용의자X,14.545902118658745
하나안,7.232400921218973
투 올드 힙합 키드,8.759263480062533
한경직,7.063226772941093
미운오리새끼,12.043382826380101
황제펭귄 펭이와 솜이,6.2446035877935975
두 개의 문,7.684673890880141
I AM,13.07972409872959
후궁 : 제왕의 첩,14.508805986648262
"안녕, 하세요!",11.808037912301465
천국의 아이들,4.69213757213165
할머니는 일학년,8.770049200976645
두레소리,4.054959576444275
"봄, 눈",13.97898083810241
은교,11.915576855142156
간기남,13.932385102718257
시체가 돌아왔다,14.22167302487809
말하는 건축가,7.346354794358973
밀월도 가는 길,6.708827457738948
파파,13.991971547274861
점박이:한반도의 공룡3D,8.564577868469652
댄싱퀸,14.514275813799685
누구의 딸도 아닌 해원,8.687683427237435
신세계,15.06516197053034
굿바이 홈런,8.047119622843006
불륜의 시대,6.988964709273422
남쪽으로 튀어,14.143699300158628
좋은 친구들,13.858249498876367
지슬 - 끝나지 않은 세월 2,7.68003760797135
누구나 제 명에 죽고 싶다,8.490332081231655
사이코메트리,12.800159648799479
환상속의 그대,9.254696812361622
몽타주,14.512268937306336
"힘내세요, 병헌씨",8.362584319140524
꼭두각시,10.340775889025858
홀리,6.2356603558551
마이 라띠마,12.549648558950578
더 테러 라이브,13.99008920718606
슈퍼피쉬 - 끝없는 여정,6.858991189885536
콩가네,5.197339839343279
허풍,5.04624432372372
젊은 엄마,5.482932245730466
노라노,10.736380589406917
노브레싱,10.45484510697818
말하는 건축 시티:홀,7.82845418718855
댄서김의 은밀한 교수법,3.057745521781653
소원,13.96297709211858
고양이 소녀,4.902836221416238
롤플레이 2 : 동침,4.270302942079576
동창생,14.896671076271542
용의자,15.706842523660242
미녀전쟁,4.996059557975039
캐치미,14.5054195243103
그 강아지 그 고양이,10.732335071611798
화려한 외출,3.8663221379664856
오하이오 삿포로,6.293978945107716
마이 리틀 히어로,14.67049959245099
박수건달,15.203964232215565
배꼽,4.574614540212365
나가요 미스콜,6.5940091244154715
우아한 거짓말,9.992665299382987
미스터 컴퍼니,8.458492467712752
우리별 일호와 얼룩소,9.111287401263871
찌라시: 위험한 소문,14.365698284608147
조선미녀삼총사,14.942555571807256
만찬,8.659226228906807
한 번도 안 해본 여자,7.258370132598031
살인자,4.678482479823651
  이것이 우리의 끝이다,8.002446841778305
그댄 나의 뱀파이어,7.307309098230814
황제를 위하여,5.686362518796336
레디액션! 폭력영화,8.240842009352338
스퀴시랜드,11.109134623286531
우는 남자,14.884801784376911
하이힐,14.711241355363306
도희야,8.696868529600286
표적,13.921236591038246
10분,10.503393756211816
메이크 유어 무브,9.485137843911998
